id,content,character,love,joy,fright,anger,fear,sorrow
1171_0001_A_11,o2凑近c1小声：办入伍证审的时候，派出所的民警跟我说，你的亲生父亲还在劳改，但是你跟他划清了界限，改姓了你继父的姓，所以出身这一栏，我就给你填革干了，进了团不要跟别人说这件事，我也不会说的。c1再次微笑着点头，然后举手敬礼，但是手的形状却是弯的。o2笑了笑：军礼不是这么敬的。五指并拢，大臂带动小臂，举到齐眉。o2示范了一个动作，c1照做。o2：礼毕。（再次举手敬礼）敬礼。c1照做。b1画外音：我叫b1，上个世纪七十年代，我在祖国大西南的一个省军区的文工团里服役，我是一名舞蹈演员，团里的人都叫我小p2，对于目标角色o2，love的分数是 [MASK]，joy的分数是 [MASK]， fright的分数是 [MASK]，anger的分数是 [MASK]，fear的分数是 [MASK]，sorrow的分数是 [MASK],o2,0,1,0,0,0,0
1171_0001_A_12,o2凑近c1小声：办入伍证审的时候，派出所的民警跟我说，你的亲生父亲还在劳改，但是你跟他划清了界限，改姓了你继父的姓，所以出身这一栏，我就给你填革干了，进了团不要跟别人说这件事，我也不会说的。c1再次微笑着点头，然后举手敬礼，但是手的形状却是弯的。o2笑了笑：军礼不是这么敬的。五指并拢，大臂带动小臂，举到齐眉。o2示范了一个动作，c1照做。o2：礼毕。（再次举手敬礼）敬礼。c1照做。b1画外音：我叫b1，上个世纪七十年代，我在祖国大西南的一个省军区的文工团里服役，我是一名舞蹈演员，团里的人都叫我小p2，对于目标角色o2，love的分数是 [MASK]，joy的分数是 [MASK]， fright的分数是 [MASK]，anger的分数是 [MASK]，fear的分数是 [MASK]，sorrow的分数是 [MASK],o2,0,0,0,0,0,0
1171_0001_A_13,o2凑近c1小声：办入伍证审的时候，派出所的民警跟我说，你的亲生父亲还在劳改，但是你跟他划清了界限，改姓了你继父的姓，所以出身这一栏，我就给你填革干了，进了团不要跟别人说这件事，我也不会说的。c1再次微笑着点头，然后举手敬礼，但是手的形状却是弯的。o2笑了笑：军礼不是这么敬的。五指并拢，大臂带动小臂，举到齐眉。o2示范了一个动作，c1照做。o2：礼毕。（再次举手敬礼）敬礼。c1照做。b1画外音：我叫b1，上个世纪七十年代，我在祖国大西南的一个省军区的文工团里服役，我是一名舞蹈演员，团里的人都叫我小p2，对于目标角色c1，love的分数是 [MASK]，joy的分数是 [MASK]， fright的分数是 [MASK]，anger的分数是 [MASK]，fear的分数是 [MASK]，sorrow的分数是 [MASK],c1,0,0,0,0,0,0
1171_0001_A_14,o2凑近c1小声：办入伍证审的时候，派出所的民警跟我说，你的亲生父亲还在劳改，但是你跟他划清了界限，改姓了你继父的姓，所以出身这一栏，我就给你填革干了，进了团不要跟别人说这件事，我也不会说的。c1再次微笑着点头，然后举手敬礼，但是手的形状却是弯的。o2笑了笑：军礼不是这么敬的。五指并拢，大臂带动小臂，举到齐眉。o2示范了一个动作，c1照做。o2：礼毕。（再次举手敬礼）敬礼。c1照做。b1画外音：我叫b1，上个世纪七十年代，我在祖国大西南的一个省军区的文工团里服役，我是一名舞蹈演员，团里的人都叫我小p2，对于目标角色o2，love的分数是 [MASK]，joy的分数是 [MASK]， fright的分数是 [MASK]，anger的分数是 [MASK]，fear的分数是 [MASK]，sorrow的分数是 [MASK],o2,0,0,0,0,0,0
1171_0001_A_15,o2凑近c1小声：办入伍证审的时候，派出所的民警跟我说，你的亲生父亲还在劳改，但是你跟他划清了界限，改姓了你继父的姓，所以出身这一栏，我就给你填革干了，进了团不要跟别人说这件事，我也不会说的。c1再次微笑着点头，然后举手敬礼，但是手的形状却是弯的。o2笑了笑：军礼不是这么敬的。五指并拢，大臂带动小臂，举到齐眉。o2示范了一个动作，c1照做。o2：礼毕。（再次举手敬礼）敬礼。c1照做。b1画外音：我叫b1，上个世纪七十年代，我在祖国大西南的一个省军区的文工团里服役，我是一名舞蹈演员，团里的人都叫我小p2，对于目标角色c1，love的分数是 [MASK]，joy的分数是 [MASK]， fright的分数是 [MASK]，anger的分数是 [MASK]，fear的分数是 [MASK]，sorrow的分数是 [MASK],c1,0,0,0,0,0,0
1171_0001_A_16,b1画外音：我叫b1，上个世纪七十年代，我在祖国大西南的一个省军区的文工团里服役，我是一名舞蹈演员，团里的人都叫我小p2。我要给你们讲的是我们文工团的故事，但在这个故事里，我不是主角。主角应该是他们俩，他叫o2，那时我们歌颂默默无闻的英雄，歌颂平凡中的伟大，就是歌颂o2这种人，穿雨衣的那个女孩儿，她叫c1，是我们舞蹈队托o2接来的新兵，她和o2几十年后的结局还要追溯到o2带她走进文工团的这一天。o2帮忙拿着行李领着c1在和门口站岗的哨兵敬礼后走进了文工团。c1四处张望，显然对这一切充满了好奇和胆怯，对于目标角色b1，love的分数是 [MASK]，joy的分数是 [MASK]， fright的分数是 [MASK]，anger的分数是 [MASK]，fear的分数是 [MASK]，sorrow的分数是 [MASK],b1,0,0,0,0,0,0
1171_0002_A_19,b1画外音：我叫b1，上个世纪七十年代，我在祖国大西南的一个省军区的文工团里服役，我是一名舞蹈演员，团里的人都叫我小p2。我要给你们讲的是我们文工团的故事，但在这个故事里，我不是主角。主角应该是他们俩，他叫o2，那时我们歌颂默默无闻的英雄，歌颂平凡中的伟大，就是歌颂o2这种人，穿雨衣的那个女孩儿，她叫c1，是我们舞蹈队托o2接来的新兵，她和o2几十年后的结局还要追溯到o2带她走进文工团的这一天。o2帮忙拿着行李领着c1在和门口站岗的哨兵敬礼后走进了文工团。c1四处张望，显然对这一切充满了好奇和胆怯，对于目标角色o2，love的分数是 [MASK]，joy的分数是 [MASK]， fright的分数是 [MASK]，anger的分数是 [MASK]，fear的分数是 [MASK]，sorrow的分数是 [MASK],o2,0,0,0,0,0,0
1171_0002_A_20,b1画外音：我叫b1，上个世纪七十年代，我在祖国大西南的一个省军区的文工团里服役，我是一名舞蹈演员，团里的人都叫我小p2。我要给你们讲的是我们文工团的故事，但在这个故事里，我不是主角。主角应该是他们俩，他叫o2，那时我们歌颂默默无闻的英雄，歌颂平凡中的伟大，就是歌颂o2这种人，穿雨衣的那个女孩儿，她叫c1，是我们舞蹈队托o2接来的新兵，她和o2几十年后的结局还要追溯到o2带她走进文工团的这一天。o2帮忙拿着行李领着c1在和门口站岗的哨兵敬礼后走进了文工团。c1四处张望，显然对这一切充满了好奇和胆怯，对于目标角色c1，love的分数是 [MASK]，joy的分数是 [MASK]， fright的分数是 [MASK]，anger的分数是 [MASK]，fear的分数是 [MASK]，sorrow的分数是 [MASK],c1,0,0,0,0,0,0
1171_0002_A_21,b1画外音：我叫b1，上个世纪七十年代，我在祖国大西南的一个省军区的文工团里服役，我是一名舞蹈演员，团里的人都叫我小p2。我要给你们讲的是我们文工团的故事，但在这个故事里，我不是主角。主角应该是他们俩，他叫o2，那时我们歌颂默默无闻的英雄，歌颂平凡中的伟大，就是歌颂o2这种人，穿雨衣的那个女孩儿，她叫c1，是我们舞蹈队托o2接来的新兵，她和o2几十年后的结局还要追溯到o2带她走进文工团的这一天。o2帮忙拿着行李领着c1在和门口站岗的哨兵敬礼后走进了文工团。c1四处张望，显然对这一切充满了好奇和胆怯，对于目标角色c1，love的分数是 [MASK]，joy的分数是 [MASK]， fright的分数是 [MASK]，anger的分数是 [MASK]，fear的分数是 [MASK]，sorrow的分数是 [MASK],c1,0,0,0,0,1,0
1171_0003_A_23,b1画外音：我叫b1，上个世纪七十年代，我在祖国大西南的一个省军区的文工团里服役，我是一名舞蹈演员，团里的人都叫我小p2。我要给你们讲的是我们文工团的故事，但在这个故事里，我不是主角。主角应该是他们俩，他叫o2，那时我们歌颂默默无闻的英雄，歌颂平凡中的伟大，就是歌颂o2这种人，穿雨衣的那个女孩儿，她叫c1，是我们舞蹈队托o2接来的新兵，她和o2几十年后的结局还要追溯到o2带她走进文工团的这一天。o2帮忙拿着行李领着c1在和门口站岗的哨兵敬礼后走进了文工团。c1四处张望，显然对这一切充满了好奇和胆怯，对于目标角色b1，love的分数是 [MASK]，joy的分数是 [MASK]， fright的分数是 [MASK]，anger的分数是 [MASK]，fear的分数是 [MASK]，sorrow的分数是 [MASK],b1,0,0,0,0,0,0
1171_0003_A_24,b1画外音：我叫b1，上个世纪七十年代，我在祖国大西南的一个省军区的文工团里服役，我是一名舞蹈演员，团里的人都叫我小p2。我要给你们讲的是我们文工团的故事，但在这个故事里，我不是主角。主角应该是他们俩，他叫o2，那时我们歌颂默默无闻的英雄，歌颂平凡中的伟大，就是歌颂o2这种人，穿雨衣的那个女孩儿，她叫c1，是我们舞蹈队托o2接来的新兵，她和o2几十年后的结局还要追溯到o2带她走进文工团的这一天。o2帮忙拿着行李领着c1在和门口站岗的哨兵敬礼后走进了文工团。c1四处张望，显然对这一切充满了好奇和胆怯，对于目标角色o2，love的分数是 [MASK]，joy的分数是 [MASK]， fright的分数是 [MASK]，anger的分数是 [MASK]，fear的分数是 [MASK]，sorrow的分数是 [MASK],o2,0,0,0,0,0,0
1171_0003_A_25,b1画外音：我叫b1，上个世纪七十年代，我在祖国大西南的一个省军区的文工团里服役，我是一名舞蹈演员，团里的人都叫我小p2。我要给你们讲的是我们文工团的故事，但在这个故事里，我不是主角。主角应该是他们俩，他叫o2，那时我们歌颂默默无闻的英雄，歌颂平凡中的伟大，就是歌颂o2这种人，穿雨衣的那个女孩儿，她叫c1，是我们舞蹈队托o2接来的新兵，她和o2几十年后的结局还要追溯到o2带她走进文工团的这一天。o2帮忙拿着行李领着c1在和门口站岗的哨兵敬礼后走进了文工团。c1四处张望，显然对这一切充满了好奇和胆怯，对于目标角色c1，love的分数是 [MASK]，joy的分数是 [MASK]， fright的分数是 [MASK]，anger的分数是 [MASK]，fear的分数是 [MASK]，sorrow的分数是 [MASK],c1,0,0,0,0,0,0
1171_0003_A_26,b1画外音：我叫b1，上个世纪七十年代，我在祖国大西南的一个省军区的文工团里服役，我是一名舞蹈演员，团里的人都叫我小p2。我要给你们讲的是我们文工团的故事，但在这个故事里，我不是主角。主角应该是他们俩，他叫o2，那时我们歌颂默默无闻的英雄，歌颂平凡中的伟大，就是歌颂o2这种人，穿雨衣的那个女孩儿，她叫c1，是我们舞蹈队托o2接来的新兵，她和o2几十年后的结局还要追溯到o2带她走进文工团的这一天。o2帮忙拿着行李领着c1在和门口站岗的哨兵敬礼后走进了文工团。c1四处张望，显然对这一切充满了好奇和胆怯，对于目标角色h3，love的分数是 [MASK]，joy的分数是 [MASK]， fright的分数是 [MASK]，anger的分数是 [MASK]，fear的分数是 [MASK]，sorrow的分数是 [MASK],h3,0,0,0,1,0,0
1171_0003_A_29,o2帮忙拿着行李领着c1在和门口站岗的哨兵敬礼后走进了文工团。c1四处张望，显然对这一切充满了好奇和胆怯。b1领着其他女舞蹈演员开始跳舞，乐队的伴奏也随之响起。女演员跳舞的时候，分h3一直在旁边批评着，排练的时候，o2领着c1走了进来。分h3：好，女演员休息，男演员准备《行军路上》，十分钟以后开始排练。分h3走到乐队指挥面前：老廖，你们乐队成心啊，是真不知道心疼这帮姑娘啊。分h3：还跟赶集似的，快把他们累死了。d1看到o2拎着行李进来，往他那边走：哟，o2回来了，欢迎我们全军的学雷锋标兵凯旋归来啊，对于目标角色h3，love的分数是 [MASK]，joy的分数是 [MASK]， fright的分数是 [MASK]，anger的分数是 [MASK]，fear的分数是 [MASK]，sorrow的分数是 [MASK],h3,0,0,0,0,0,0
1171_0003_A_32,b1领着其他女舞蹈演员开始跳舞，乐队的伴奏也随之响起。女演员跳舞的时候，分h3一直在旁边批评着，排练的时候，o2领着c1走了进来。分h3：好，女演员休息，男演员准备《行军路上》，十分钟以后开始排练。分h3走到乐队指挥面前：老廖，你们乐队成心啊，是真不知道心疼这帮姑娘啊。分h3：还跟赶集似的，快把他们累死了。d1看到o2拎着行李进来，往他那边走：哟，o2回来了，欢迎我们全军的学雷锋标兵凯旋归来啊！f1走过去和o2握手：欢迎你凯旋归来。o2：你好。x2也过来和他握手：你们开会的照片登报了，对于目标角色h3，love的分数是 [MASK]，joy的分数是 [MASK]， fright的分数是 [MASK]，anger的分数是 [MASK]，fear的分数是 [MASK]，sorrow的分数是 [MASK],h3,0,0,0,0,0,0
1171_0003_A_35,b1领着其他女舞蹈演员开始跳舞，乐队的伴奏也随之响起。女演员跳舞的时候，分h3一直在旁边批评着，排练的时候，o2领着c1走了进来。分h3：好，女演员休息，男演员准备《行军路上》，十分钟以后开始排练。分h3走到乐队指挥面前：老廖，你们乐队成心啊，是真不知道心疼这帮姑娘啊。分h3：还跟赶集似的，快把他们累死了。d1看到o2拎着行李进来，往他那边走：哟，o2回来了，欢迎我们全军的学雷锋标兵凯旋归来啊！f1走过去和o2握手：欢迎你凯旋归来。o2：你好。x2也过来和他握手：你们开会的照片登报了，对于目标角色h3，love的分数是 [MASK]，joy的分数是 [MASK]， fright的分数是 [MASK]，anger的分数是 [MASK]，fear的分数是 [MASK]，sorrow的分数是 [MASK],h3,0,0,0,0,0,0
1171_0003_A_37,分h3：好，女演员休息，男演员准备《行军路上》，十分钟以后开始排练。分h3走到乐队指挥面前：老廖，你们乐队成心啊，是真不知道心疼这帮姑娘啊。分h3：还跟赶集似的，快把他们累死了。d1看到o2拎着行李进来，往他那边走：哟，o2回来了，欢迎我们全军的学雷锋标兵凯旋归来啊！f1走过去和o2握手：欢迎你凯旋归来。o2：你好。x2也过来和他握手：你们开会的照片登报了。（大声对其他人）我这只手可不能洗了，和活雷锋握过了。o2开始招呼大家。另一边，一个叫u2的号子手还在练习着，b1还在压腿，眼睛时不时往u2那边看一眼，对于目标角色o2，love的分数是 [MASK]，joy的分数是 [MASK]， fright的分数是 [MASK]，anger的分数是 [MASK]，fear的分数是 [MASK]，sorrow的分数是 [MASK],o2,0,0,0,0,0,0
1171_0003_A_38,分h3：好，女演员休息，男演员准备《行军路上》，十分钟以后开始排练。分h3走到乐队指挥面前：老廖，你们乐队成心啊，是真不知道心疼这帮姑娘啊。分h3：还跟赶集似的，快把他们累死了。d1看到o2拎着行李进来，往他那边走：哟，o2回来了，欢迎我们全军的学雷锋标兵凯旋归来啊！f1走过去和o2握手：欢迎你凯旋归来。o2：你好。x2也过来和他握手：你们开会的照片登报了。（大声对其他人）我这只手可不能洗了，和活雷锋握过了。o2开始招呼大家。另一边，一个叫u2的号子手还在练习着，b1还在压腿，眼睛时不时往u2那边看一眼，对于目标角色d1，love的分数是 [MASK]，joy的分数是 [MASK]， fright的分数是 [MASK]，anger的分数是 [MASK]，fear的分数是 [MASK]，sorrow的分数是 [MASK],d1,0,1,0,0,0,0
1171_0003_A_39,分h3：好，女演员休息，男演员准备《行军路上》，十分钟以后开始排练。分h3走到乐队指挥面前：老廖，你们乐队成心啊，是真不知道心疼这帮姑娘啊。分h3：还跟赶集似的，快把他们累死了。d1看到o2拎着行李进来，往他那边走：哟，o2回来了，欢迎我们全军的学雷锋标兵凯旋归来啊！f1走过去和o2握手：欢迎你凯旋归来。o2：你好。x2也过来和他握手：你们开会的照片登报了。（大声对其他人）我这只手可不能洗了，和活雷锋握过了。o2开始招呼大家。另一边，一个叫u2的号子手还在练习着，b1还在压腿，眼睛时不时往u2那边看一眼，对于目标角色o2，love的分数是 [MASK]，joy的分数是 [MASK]， fright的分数是 [MASK]，anger的分数是 [MASK]，fear的分数是 [MASK]，sorrow的分数是 [MASK],o2,0,0,0,0,0,0
1171_0003_A_40,分h3：好，女演员休息，男演员准备《行军路上》，十分钟以后开始排练。分h3走到乐队指挥面前：老廖，你们乐队成心啊，是真不知道心疼这帮姑娘啊。分h3：还跟赶集似的，快把他们累死了。d1看到o2拎着行李进来，往他那边走：哟，o2回来了，欢迎我们全军的学雷锋标兵凯旋归来啊！f1走过去和o2握手：欢迎你凯旋归来。o2：你好。x2也过来和他握手：你们开会的照片登报了。（大声对其他人）我这只手可不能洗了，和活雷锋握过了。o2开始招呼大家。另一边，一个叫u2的号子手还在练习着，b1还在压腿，眼睛时不时往u2那边看一眼，对于目标角色f1，love的分数是 [MASK]，joy的分数是 [MASK]， fright的分数是 [MASK]，anger的分数是 [MASK]，fear的分数是 [MASK]，sorrow的分数是 [MASK],f1,0,0,0,0,0,0
1171_0003_A_41,分h3：好，女演员休息，男演员准备《行军路上》，十分钟以后开始排练。分h3走到乐队指挥面前：老廖，你们乐队成心啊，是真不知道心疼这帮姑娘啊。分h3：还跟赶集似的，快把他们累死了。d1看到o2拎着行李进来，往他那边走：哟，o2回来了，欢迎我们全军的学雷锋标兵凯旋归来啊！f1走过去和o2握手：欢迎你凯旋归来。o2：你好。x2也过来和他握手：你们开会的照片登报了。（大声对其他人）我这只手可不能洗了，和活雷锋握过了。o2开始招呼大家。另一边，一个叫u2的号子手还在练习着，b1还在压腿，眼睛时不时往u2那边看一眼，对于目标角色o2，love的分数是 [MASK]，joy的分数是 [MASK]， fright的分数是 [MASK]，anger的分数是 [MASK]，fear的分数是 [MASK]，sorrow的分数是 [MASK],o2,0,0,0,0,0,0
1171_0003_A_42,分h3：还跟赶集似的，快把他们累死了。d1看到o2拎着行李进来，往他那边走：哟，o2回来了，欢迎我们全军的学雷锋标兵凯旋归来啊！f1走过去和o2握手：欢迎你凯旋归来。o2：你好。x2也过来和他握手：你们开会的照片登报了。（大声对其他人）我这只手可不能洗了，和活雷锋握过了。o2开始招呼大家。另一边，一个叫u2的号子手还在练习着，b1还在压腿，眼睛时不时往u2那边看一眼。d1走过来发现了b1：看什么呢？b1：没看什么啊！d1：有什么好看的啊！我怎么不觉得呢！配不上你。b1：你想哪儿去了，我谁也没看。另一边，对于目标角色x2，love的分数是 [MASK]，joy的分数是 [MASK]， fright的分数是 [MASK]，anger的分数是 [MASK]，fear的分数是 [MASK]，sorrow的分数是 [MASK],x2,0,1,0,0,0,0
1171_0003_A_44,分h3：还跟赶集似的，快把他们累死了。d1看到o2拎着行李进来，往他那边走：哟，o2回来了，欢迎我们全军的学雷锋标兵凯旋归来啊！f1走过去和o2握手：欢迎你凯旋归来。o2：你好。x2也过来和他握手：你们开会的照片登报了。（大声对其他人）我这只手可不能洗了，和活雷锋握过了。o2开始招呼大家。另一边，一个叫u2的号子手还在练习着，b1还在压腿，眼睛时不时往u2那边看一眼。d1走过来发现了b1：看什么呢？b1：没看什么啊！d1：有什么好看的啊！我怎么不觉得呢！配不上你。b1：你想哪儿去了，我谁也没看。另一边，对于目标角色o2，love的分数是 [MASK]，joy的分数是 [MASK]， fright的分数是 [MASK]，anger的分数是 [MASK]，fear的分数是 [MASK]，sorrow的分数是 [MASK],o2,0,0,0,0,0,0
1171_0003_A_45,d1看到o2拎着行李进来，往他那边走：哟，o2回来了，欢迎我们全军的学雷锋标兵凯旋归来啊！f1走过去和o2握手：欢迎你凯旋归来。o2：你好。x2也过来和他握手：你们开会的照片登报了。（大声对其他人）我这只手可不能洗了，和活雷锋握过了。o2开始招呼大家。另一边，一个叫u2的号子手还在练习着，b1还在压腿，眼睛时不时往u2那边看一眼。d1走过来发现了b1：看什么呢？b1：没看什么啊！d1：有什么好看的啊！我怎么不觉得呢！配不上你。b1：你想哪儿去了，我谁也没看。另一边，分h3走到c1面前：c1，欢迎你入伍，，对于目标角色b1，love的分数是 [MASK]，joy的分数是 [MASK]， fright的分数是 [MASK]，anger的分数是 [MASK]，fear的分数是 [MASK]，sorrow的分数是 [MASK],b1,1,0,0,0,0,0
